HCPCS,MOD,DESCRIPTION,STATUS CODE,PAYMENT,RVU,PE RVU,INDICATOR,PE RVU,INDICATOR,RVU,TOTAL,TOTAL,IND,DAYS,OP,OP,OP,PROC,SURG,SURG,SURG,SURG,BASE,FACTOR,PROCEDURES,FLAG,INDICATOR,AMOUNT,AMOUNT,AMOUNT
75563,,Card mri w/stress img & dye,A,,3.00,10.45,,10.45,NA,0.13,13.58,13.58,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,22.11,22.11,0.16
75563,TC,Card mri w/stress img & dye,A,,0.00,9.41,,9.41,NA,0.02,9.43,9.43,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,01,0,88,21.07,21.07,0.05
75563,26,Card mri w/stress img & dye,A,,3.00,1.04,,1.04,,0.11,4.15,4.15,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,0.00,0.00,0.00
75565,,Card mri veloc flow mapping,A,,0.25,1.20,,1.20,NA,0.01,1.46,1.46,1,ZZZ,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75565,TC,Card mri veloc flow mapping,A,,0.00,1.11,,1.11,NA,0.00,1.11,1.11,1,ZZZ,0.00,0.00,0.00,0,0,0,0,0,,34.6062,01,0,99,0.00,0.00,0.00
75565,26,Card mri veloc flow mapping,A,,0.25,0.09,,0.09,,0.01,0.35,0.35,1,ZZZ,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75571,,Ct hrt w/o dye w/ca test,A,,0.58,2.43,,2.43,NA,0.05,3.06,3.06,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,2.58,2.58,0.05
75571,TC,Ct hrt w/o dye w/ca test,A,,0.00,2.23,,2.23,NA,0.01,2.24,2.24,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,02,0,88,2.38,2.38,0.01
75571,26,Ct hrt w/o dye w/ca test,A,,0.58,0.20,,0.20,,0.04,0.82,0.82,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,0.00,0.00,0.00
75572,,Ct hrt w/3d image,A,,1.75,5.17,,5.17,NA,0.12,7.04,7.04,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,5.85,5.85,0.13
75572,TC,Ct hrt w/3d image,A,,0.00,4.55,,4.55,NA,0.04,4.59,4.59,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,02,0,88,5.23,5.23,0.05
75572,26,Ct hrt w/3d image,A,,1.75,0.62,,0.62,,0.08,2.45,2.45,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,0.00,0.00,0.00
75573,,Ct hrt c+ strux cgen hrt ds,A,,2.55,6.75,,6.75,NA,0.15,9.45,9.45,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,6.15,6.15,0.15
75573,TC,Ct hrt c+ strux cgen hrt ds,A,,0.00,5.84,,5.84,NA,0.04,5.88,5.88,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,02,0,88,5.24,5.24,0.04
75573,26,Ct hrt c+ strux cgen hrt ds,A,,2.55,0.91,,0.91,,0.11,3.57,3.57,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,0.00,0.00,0.00
75574,,Ct angio hrt w/3d image,A,,2.40,7.51,,7.51,NA,0.14,10.05,10.05,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,6.08,6.08,0.13
75574,TC,Ct angio hrt w/3d image,A,,0.00,6.67,,6.67,NA,0.04,6.71,6.71,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,02,0,88,5.24,5.24,0.03
75574,26,Ct angio hrt w/3d image,A,,2.40,0.84,,0.84,,0.10,3.34,3.34,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,0.00,0.00,0.00
75600,,Contrast exam thoracic aorta,A,,0.49,5.07,,5.07,NA,0.10,5.66,5.66,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.28,84.28,0.42
75600,TC,Contrast exam thoracic aorta,A,,0.00,4.93,,4.93,NA,0.02,4.95,4.95,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.14,84.14,0.34
75600,26,Contrast exam thoracic aorta,A,,0.49,0.14,,0.14,,0.08,0.71,0.71,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75605,,Contrast exam thoracic aorta,A,,1.14,2.35,,2.35,NA,0.13,3.62,3.62,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,139.67,139.67,1.50
75605,TC,Contrast exam thoracic aorta,A,,0.00,2.02,,2.02,NA,0.02,2.04,2.04,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,139.34,139.34,1.39
75605,26,Contrast exam thoracic aorta,A,,1.14,0.33,,0.33,,0.11,1.58,1.58,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75625,,Contrast exam abdominl aorta,A,,1.44,2.17,,2.17,NA,0.21,3.82,3.82,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.37,84.37,0.67
75625,TC,Contrast exam abdominl aorta,A,,0.00,1.81,,1.81,NA,0.01,1.82,1.82,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.01,84.01,0.47
75625,26,Contrast exam abdominl aorta,A,,1.44,0.36,,0.36,,0.20,2.00,2.00,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75630,,X-ray aorta leg arteries,A,,2.00,2.51,,2.51,NA,0.22,4.73,4.73,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.62,84.62,0.65
75630,TC,X-ray aorta leg arteries,A,,0.00,1.94,,1.94,NA,0.01,1.95,1.95,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.05,84.05,0.44
75630,26,X-ray aorta leg arteries,A,,2.00,0.57,,0.57,,0.21,2.78,2.78,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75635,,Ct angio abdominal arteries,A,,2.40,10.20,,10.20,NA,0.15,12.75,12.75,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,6.06,6.06,0.13
75635,TC,Ct angio abdominal arteries,A,,0.00,9.39,,9.39,NA,0.04,9.43,9.43,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,02,0,88,5.25,5.25,0.02
75635,26,Ct angio abdominal arteries,A,,2.40,0.81,,0.81,,0.11,3.32,3.32,1,XXX,0.00,0.00,0.00,4,0,0,0,0,,34.6062,09,0,88,0.00,0.00,0.00
75705,,Artery x-rays spine,A,,2.18,4.67,,4.67,NA,0.41,7.26,7.26,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,140.82,140.82,1.12
75705,TC,Artery x-rays spine,A,,0.00,3.85,,3.85,NA,0.02,3.87,3.87,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,140.00,140.00,0.73
75705,26,Artery x-rays spine,A,,2.18,0.82,,0.82,,0.39,3.39,3.39,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75710,,Artery x-rays arm/leg,A,,1.75,2.54,,2.54,NA,0.23,4.52,4.52,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.54,84.54,0.63
75710,TC,Artery x-rays arm/leg,A,,0.00,2.07,,2.07,NA,0.01,2.08,2.08,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.07,84.07,0.41
75710,26,Artery x-rays arm/leg,A,,1.75,0.47,,0.47,,0.22,2.44,2.44,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75716,,Artery x-rays arms/legs,A,,1.97,2.68,,2.68,NA,0.23,4.88,4.88,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,84.24,84.24,1.00
75716,TC,Artery x-rays arms/legs,A,,0.00,2.13,,2.13,NA,0.02,2.15,2.15,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,03,0,99,83.69,83.69,0.79
75716,26,Artery x-rays arms/legs,A,,1.97,0.55,,0.55,,0.21,2.73,2.73,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75726,,Artery x-rays abdomen,A,,2.05,2.88,,2.88,NA,0.14,5.07,5.07,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,140.09,140.09,1.34
75726,TC,Artery x-rays abdomen,A,,0.00,2.30,,2.30,NA,0.02,2.32,2.32,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,139.51,139.51,1.22
75726,26,Artery x-rays abdomen,A,,2.05,0.58,,0.58,,0.12,2.75,2.75,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75731,,Artery x-rays adrenal gland,A,,1.14,3.29,,3.29,NA,0.07,4.50,4.50,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.31,84.31,0.64
75731,TC,Artery x-rays adrenal gland,A,,0.00,2.88,,2.88,NA,0.02,2.90,2.90,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,83.90,83.90,0.59
75731,26,Artery x-rays adrenal gland,A,,1.14,0.41,,0.41,,0.05,1.60,1.60,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75733,,Artery x-rays adrenals,A,,1.31,3.61,,3.61,NA,0.08,5.00,5.00,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,83.87,83.87,1.10
75733,TC,Artery x-rays adrenals,A,,0.00,3.16,,3.16,NA,0.04,3.20,3.20,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,03,0,99,83.42,83.42,1.06
75733,26,Artery x-rays adrenals,A,,1.31,0.45,,0.45,,0.04,1.80,1.80,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75736,,Artery x-rays pelvis,A,,1.14,2.95,,2.95,NA,0.11,4.20,4.20,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,139.98,139.98,1.16
75736,TC,Artery x-rays pelvis,A,,0.00,2.64,,2.64,NA,0.02,2.66,2.66,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,139.67,139.67,1.07
75736,26,Artery x-rays pelvis,A,,1.14,0.31,,0.31,,0.09,1.54,1.54,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75741,,Artery x-rays lung,A,,1.31,2.48,,2.48,NA,0.10,3.89,3.89,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.45,84.45,0.49
75741,TC,Artery x-rays lung,A,,0.00,2.11,,2.11,NA,0.01,2.12,2.12,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.08,84.08,0.40
75741,26,Artery x-rays lung,A,,1.31,0.37,,0.37,,0.09,1.77,1.77,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75743,,Artery x-rays lungs,A,,1.66,2.63,,2.63,NA,0.13,4.42,4.42,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,84.18,84.18,0.90
75743,TC,Artery x-rays lungs,A,,0.00,2.14,,2.14,NA,0.02,2.16,2.16,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,03,0,99,83.69,83.69,0.79
75743,26,Artery x-rays lungs,A,,1.66,0.49,,0.49,,0.11,2.26,2.26,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75746,,Artery x-rays lung,A,,1.14,2.75,,2.75,NA,0.10,3.99,3.99,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.13,84.13,0.78
75746,TC,Artery x-rays lung,A,,0.00,2.40,,2.40,NA,0.02,2.42,2.42,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,83.78,83.78,0.70
75746,26,Artery x-rays lung,A,,1.14,0.35,,0.35,,0.08,1.57,1.57,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75756,,Artery x-rays chest,A,,1.14,3.44,,3.44,NA,0.13,4.71,4.71,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.29,84.29,0.66
75756,TC,Artery x-rays chest,A,,0.00,3.08,,3.08,NA,0.02,3.10,3.10,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,83.93,83.93,0.55
75756,26,Artery x-rays chest,A,,1.14,0.36,,0.36,,0.11,1.61,1.61,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75774,,Artery x-ray each vessel,A,,1.01,1.80,,1.80,NA,0.10,2.91,2.91,1,ZZZ,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75774,TC,Artery x-ray each vessel,A,,0.00,1.53,,1.53,NA,0.01,1.54,1.54,1,ZZZ,0.00,0.00,0.00,0,0,0,0,0,,34.6062,03,0,99,0.00,0.00,0.00
75774,26,Artery x-ray each vessel,A,,1.01,0.27,,0.27,,0.09,1.37,1.37,1,ZZZ,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75801,,Lymph vessel x-ray arm/leg,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,16.26,16.26,0.12
75801,TC,Lymph vessel x-ray arm/leg,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,34.6062,03,0,99,15.94,15.94,0.01
75801,26,Lymph vessel x-ray arm/leg,A,,0.81,0.32,,0.32,,0.11,1.24,1.24,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75803,,Lymph vessel x-ray arms/legs,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,2,0,0,0,,34.6062,09,0,99,41.91,41.91,0.06
75803,TC,Lymph vessel x-ray arms/legs,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,2,0,0,0,,34.6062,03,0,99,41.49,41.49,0.01
75803,26,Lymph vessel x-ray arms/legs,A,,1.17,0.42,,0.42,,0.05,1.64,1.64,1,XXX,0.00,0.00,0.00,0,2,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75805,,Lymph vessel x-ray trunk,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,84.76,84.76,0.05
75805,TC,Lymph vessel x-ray trunk,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,34.6062,03,0,99,84.47,84.47,0.01
75805,26,Lymph vessel x-ray trunk,A,,0.81,0.29,,0.29,,0.04,1.14,1.14,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75807,,Lymph vessel x-ray trunk,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,2,0,0,0,,34.6062,09,0,99,84.78,84.78,0.09
75807,TC,Lymph vessel x-ray trunk,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,2,0,0,0,,34.6062,03,0,99,84.47,84.47,0.01
75807,26,Lymph vessel x-ray trunk,A,,1.17,0.31,,0.31,,0.08,1.56,1.56,1,XXX,0.00,0.00,0.00,0,2,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75809,,Nonvascular shunt x-ray,A,,0.47,1.94,,1.94,NA,0.05,2.46,2.46,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,3.36,3.36,0.06
75809,TC,Nonvascular shunt x-ray,A,,0.00,1.77,,1.77,NA,0.01,1.78,1.78,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,3.19,3.19,0.02
75809,26,Nonvascular shunt x-ray,A,,0.47,0.17,,0.17,,0.04,0.68,0.68,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75810,,Vein x-ray spleen/liver,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,84.66,84.66,0.09
75810,TC,Vein x-ray spleen/liver,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,34.6062,03,0,99,84.47,84.47,0.01
75810,26,Vein x-ray spleen/liver,A,,1.14,0.19,,0.19,,0.08,1.41,1.41,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75820,,Vein x-ray arm/leg,A,,1.05,2.15,,2.15,NA,0.10,3.30,3.30,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,41.60,41.60,0.32
75820,TC,Vein x-ray arm/leg,A,,0.00,1.82,,1.82,NA,0.01,1.83,1.83,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,41.27,41.27,0.23
75820,26,Vein x-ray arm/leg,A,,1.05,0.33,,0.33,,0.09,1.47,1.47,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75822,,Vein x-ray arms/legs,A,,1.48,2.39,,2.39,NA,0.12,3.99,3.99,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,41.72,41.72,0.32
75822,TC,Vein x-ray arms/legs,A,,0.00,1.96,,1.96,NA,0.01,1.97,1.97,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,03,0,99,41.29,41.29,0.21
75822,26,Vein x-ray arms/legs,A,,1.48,0.43,,0.43,,0.11,2.02,2.02,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75825,,Vein x-ray trunk,A,,1.14,2.13,,2.13,NA,0.13,3.40,3.40,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.31,84.31,0.58
75825,TC,Vein x-ray trunk,A,,0.00,1.84,,1.84,NA,0.01,1.85,1.85,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.02,84.02,0.46
75825,26,Vein x-ray trunk,A,,1.14,0.29,,0.29,,0.12,1.55,1.55,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75827,,Vein x-ray chest,A,,1.14,2.31,,2.31,NA,0.13,3.58,3.58,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,41.60,41.60,0.33
75827,TC,Vein x-ray chest,A,,0.00,2.00,,2.00,NA,0.01,2.01,2.01,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,41.29,41.29,0.21
75827,26,Vein x-ray chest,A,,1.14,0.31,,0.31,,0.12,1.57,1.57,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75831,,Vein x-ray kidney,A,,1.14,2.32,,2.32,NA,0.10,3.56,3.56,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.36,84.36,0.51
75831,TC,Vein x-ray kidney,A,,0.00,2.03,,2.03,NA,0.01,2.04,2.04,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.07,84.07,0.42
75831,26,Vein x-ray kidney,A,,1.14,0.29,,0.29,,0.09,1.52,1.52,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75833,,Vein x-ray kidneys,A,,1.49,2.72,,2.72,NA,0.20,4.41,4.41,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,84.16,84.16,0.91
75833,TC,Vein x-ray kidneys,A,,0.00,2.32,,2.32,NA,0.02,2.34,2.34,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,03,0,99,83.76,83.76,0.73
75833,26,Vein x-ray kidneys,A,,1.49,0.40,,0.40,,0.18,2.07,2.07,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75840,,Vein x-ray adrenal gland,A,,1.14,2.64,,2.64,NA,0.06,3.84,3.84,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.51,84.51,0.43
75840,TC,Vein x-ray adrenal gland,A,,0.00,2.23,,2.23,NA,0.01,2.24,2.24,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.10,84.10,0.38
75840,26,Vein x-ray adrenal gland,A,,1.14,0.41,,0.41,,0.05,1.60,1.60,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75842,,Vein x-ray adrenal glands,A,,1.49,3.13,,3.13,NA,0.10,4.72,4.72,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,140.19,140.19,1.17
75842,TC,Vein x-ray adrenal glands,A,,0.00,2.59,,2.59,NA,0.02,2.61,2.61,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,03,0,99,139.65,139.65,1.09
75842,26,Vein x-ray adrenal glands,A,,1.49,0.54,,0.54,,0.08,2.11,2.11,1,XXX,0.00,0.00,0.00,6,2,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75860,,Vein x-ray neck,A,,1.14,2.52,,2.52,NA,0.10,3.76,3.76,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.44,84.44,0.48
75860,TC,Vein x-ray neck,A,,0.00,2.17,,2.17,NA,0.01,2.18,2.18,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.09,84.09,0.39
75860,26,Vein x-ray neck,A,,1.14,0.35,,0.35,,0.09,1.58,1.58,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75870,,Vein x-ray skull,A,,1.14,3.49,,3.49,NA,0.18,4.81,4.81,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.64,84.64,0.45
75870,TC,Vein x-ray skull,A,,0.00,3.06,,3.06,NA,0.01,3.07,3.07,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.21,84.21,0.28
75870,26,Vein x-ray skull,A,,1.14,0.43,,0.43,,0.17,1.74,1.74,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75872,,Vein x-ray skull epidural,A,,1.14,2.64,,2.64,NA,0.06,3.84,3.84,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,16.29,16.29,0.12
75872,TC,Vein x-ray skull epidural,A,,0.00,2.23,,2.23,NA,0.01,2.24,2.24,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,15.88,15.88,0.07
75872,26,Vein x-ray skull epidural,A,,1.14,0.41,,0.41,,0.05,1.60,1.60,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75880,,Vein x-ray eye socket,A,,0.70,2.47,,2.47,NA,0.05,3.22,3.22,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,16.13,16.13,0.11
75880,TC,Vein x-ray eye socket,A,,0.00,2.22,,2.22,NA,0.01,2.23,2.23,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,15.88,15.88,0.07
75880,26,Vein x-ray eye socket,A,,0.70,0.25,,0.25,,0.04,0.99,0.99,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75885,,Vein x-ray liver w/hemodynam,A,,1.44,2.50,,2.50,NA,0.10,4.04,4.04,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.45,84.45,0.49
75885,TC,Vein x-ray liver w/hemodynam,A,,0.00,2.13,,2.13,NA,0.01,2.14,2.14,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.08,84.08,0.40
75885,26,Vein x-ray liver w/hemodynam,A,,1.44,0.37,,0.37,,0.09,1.90,1.90,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75887,,Vein x-ray liver w/o hemodyn,A,,1.44,2.57,,2.57,NA,0.10,4.11,4.11,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.49,84.49,0.48
75887,TC,Vein x-ray liver w/o hemodyn,A,,0.00,2.17,,2.17,NA,0.01,2.18,2.18,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.09,84.09,0.39
75887,26,Vein x-ray liver w/o hemodyn,A,,1.44,0.40,,0.40,,0.09,1.93,1.93,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75889,,Vein x-ray liver w/hemodynam,A,,1.14,2.46,,2.46,NA,0.08,3.68,3.68,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.40,84.40,0.46
75889,TC,Vein x-ray liver w/hemodynam,A,,0.00,2.15,,2.15,NA,0.01,2.16,2.16,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.09,84.09,0.39
75889,26,Vein x-ray liver w/hemodynam,A,,1.14,0.31,,0.31,,0.07,1.52,1.52,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75891,,Vein x-ray liver,A,,1.14,2.48,,2.48,NA,0.08,3.70,3.70,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,84.41,84.41,0.46
75891,TC,Vein x-ray liver,A,,0.00,2.16,,2.16,NA,0.01,2.17,2.17,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,84.09,84.09,0.39
75891,26,Vein x-ray liver,A,,1.14,0.32,,0.32,,0.07,1.53,1.53,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
75893,,Venous sampling by catheter,A,,0.54,2.49,,2.49,NA,0.05,3.08,3.08,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,09,0,99,140.29,140.29,0.65
75893,TC,Venous sampling by catheter,A,,0.00,2.33,,2.33,NA,0.01,2.34,2.34,1,XXX,0.00,0.00,0.00,6,0,0,0,0,,34.6062,03,0,99,140.13,140.13,0.61
